Number,id_plot,province,latitude,longitude,altitude,aspect,MAT,MAP,Climate_change,slope,Forest_type,Forest_types,age,origin,origin_unsure,sucstage,area,Root_C_stock,lnRoot,Tree_C_stock,lnTree,Herb_layer_C_stock,lnHerb,Litter_layer_C_stock,lnLitter,Shrub_layer_C_stock,lnShrub,Woody_plant_C_stock,lnWoody,Total_aboveground_C_stock,lnabove,O_C_stock,lnOC,A_C_stock,lnAC,Total_soil_C_stock,lnTC,Total_belowground_C_stock,lnbelow,Total_forest_C_stock,lnTotalforest,AM_tree_C_stock,lnAM,EcM_tree_C_stock,lnEcM,C_stock_fraction_of_AM_tree,C_stock_fraction_of_EcM_tree,Ratio_of_AM_tree_C_to_EcM_tree_C,EcMrichness10,Amrichness10,species_richness10cm
403,HB38,HB,31.07959444,110.9356833,1861,SE,8.4,1362,612.6084,35,Mixed_broadleaved_forest,Broadleaved_forest,83,planted,natural,late,1000,28.21780583,3.339953191,121.406919,4.79914787,0.02291,-3.776181783,0.30935,-1.173281957,0.1929145,-1.645508193,121.792748,4.802320813,93.59785217,4.539007436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.90791264,3.462854024,87.42582772,4.470790751,26.28179094,72.01058098,0.364971239,8,10,18
70,AH77,AH,32.08277778,118.0469444,137,SE,15.3,1025,473.09305,15,Broadleaved_deciduous_forest,Broadleaved_forest,20,planted,natural,early,1000,20.00500691,2.995982588,84.7470764,4.439671249,NA,NA,0.082045455,-2.500481856,0.194583102,-1.636895948,85.1362426,4.444252827,65.13123569,4.176404245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.61003405,4.426163537,1.137042322,0.128430437,98.65831086,1.341689142,73.53291292,1,6,7
124,AH134,AH,30.40955278,118.653475,365,SE,14.7,1501,682.44095,30,Mixed_broadleaved_forest,Broadleaved_forest,65,natural,natural,late,600,15.74311099,2.756402872,98.5545863,4.59061057,0.014872,-4.208275029,0.30186,-1.197791945,0.195569,-1.631842021,98.9457243,4.59457146,83.21748531,4.421457486,53.46289551,3.978987871,34.17574468,3.531516173,87.63864019,4.473221999,103.3817512,4.638428459,186.5992365,5.228963197,16.74846685,2.818306723,80.18631658,4.384352884,16.99410193,81.36233897,0.208869388,7,5,12
29,AH29,AH,29.61563333,117.54165,465,SE,16.1,1737,788.51585,31,Evergreen_broadleaved_forest,Broadleaved_forest,75,natural,natural,late,1000,37.15292152,3.615042409,105.7825732,4.661385791,0.081166834,-2.511248564,0.335637334,-1.091724065,0.198443292,-1.617251902,106.1794598,4.66513068,69.1077051,4.235666231,42.08006442,3.739574099,20.37902041,3.01450596,62.45908483,4.1345117,99.61200634,4.601282703,168.7197114,5.128238826,9.632480057,2.265140727,96.15009315,4.565910441,9.105923372,90.89407663,0.100181703,6,5,11
881,SC255,SC,28.69821667,104.0500944,1491,NE,12.4,1059,484.2079,12,Mixed_broadleaved_coniferous_forest,Mixed_forest,39,natural,natural,middle,600,7.857860889,2.061514418,58.22979775,4.064397213,NA,NA,0.358531667,-1.025738291,0.200191667,-1.608480036,58.63018108,4.071249599,50.77232019,3.927351328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.85942197,4.058016309,0.370375805,-0.9932371,99.36394111,0.63605889,156.2181471,1,5,6
640,SC8,SC,31.63002778,107.6580528,1260,SW,12.3,1288,585.17705,49,Mixed_broadleaved_forest,Broadleaved_forest,14,natural,natural,middle,1000,3.38960825,1.220714354,17.47974592,2.861042835,0.058874447,-2.832348119,0.47804059,-0.738059634,0.202075568,-1.599113553,17.88389705,2.883900702,14.55316325,2.677808375,33.10550887,3.4996997,27.69834402,3.321372629,60.80385289,4.107653157,64.19346114,4.161901354,78.74662438,4.366235412,0.060775866,-2.80056251,17.41897005,2.857559845,0.347693077,99.65230692,0.003489062,3,0,3
1073,ZJ118,ZJ,28.52992222,118.5375444,194,NW,17.5,1769,804.52475,35,Evergreen_broadleaved_forest,Broadleaved_forest,25,natural,natural,middle,600,3.136903791,1.14323626,30.33675373,3.412359972,0.522535268,-0.649062799,0.170209,-1.770728185,0.203327063,-1.592939449,30.74340786,3.425675593,28.12903933,3.336802471,27.21537724,3.303782153,14.05204548,2.642767971,41.26742271,3.720073392,44.4043265,3.793336908,72.53336584,4.284046674,29.48086931,3.383741555,0.855884419,-0.155619936,97.17872114,2.821278858,34.44491879,1,3,3
71,AH78,AH,32.08305556,118.0466667,140,NE,15.3,1025,473.09305,20,Broadleaved_deciduous_forest,Broadleaved_forest,54,planted,natural,early,1000,14.9339037,2.703634044,56.63146355,4.036564724,0.1025,-2.27789248,0.092638889,-2.379046258,0.203471086,-1.592231368,57.03840572,4.043724826,42.20700202,3.742586132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1453416,4.027943714,0.427018147,-0.850928768,99.14160449,0.754029863,131.4823316,1,4,5
126,AH136,AH,30.39310833,117.8636417,460,SE,15.4,1505,685.1474,28,Mixed_broadleaved_coniferous_forest,Mixed_forest,25,natural,natural,middle,600,6.003381281,1.792322857,77.1981607,4.346375632,0.016897667,-4.080579714,0.2932995,-1.226561008,0.20840125,-1.568289971,77.6149632,4.351760233,71.62847959,4.271492755,46.89170389,3.84784077,18.88822457,2.938538689,65.77992846,4.186314753,71.78330974,4.273651994,143.4117893,4.965720137,3.76978195,1.327017162,73.42837876,4.296310493,4.883253585,95.11674642,0.051339578,3,1,4
1074,ZJ119,ZJ,28.52956667,118.5376806,194,SE,17.5,1769,804.52475,35,Mixed_broadleaved_coniferous_forest,Mixed_forest,25,natural,natural,middle,600,6.316315593,1.843136062,50.94824805,3.930810373,0.3663425,-1.004186591,0.183111893,-1.697657876,0.208423,-1.568185611,51.36509405,3.938958838,45.41512096,3.81584511,21.37739871,3.062334229,16.90984044,2.827895727,38.28723915,3.645116659,44.60355474,3.797813559,90.0186757,4.500017157,44.90819652,3.804620329,6.040051521,1.798412542,88.14473166,11.85526834,7.435068453,4,5,5
895,SC269,SC,29.54591944,103.3366917,2467,NW,7.5,1447,648.92675,21,Broadleaved_deciduous_forest,Broadleaved_forest,129,natural,natural,middle,1000,16.14519561,2.78162252,96.049475,4.564863423,0.043675385,-3.130970608,0.213510821,-1.544067764,0.208679476,-1.566955812,96.46683395,4.56919926,80.36531373,4.386582662,20.81718462,3.035778829,71.27856956,4.266595715,92.09575417,4.522828842,108.2409498,4.684359759,188.6062635,5.23966158,13.06004424,2.569557511,55.9522622,4.024498866,13.59720523,58.25358465,0.233414052,6,3,7
63,AH69,AH,31.21805556,115.6944444,756,NW,12.1,1544,697.93235,40,Mixed_broadleaved_forest,Broadleaved_forest,87,natural,natural,late,1000,13.62371451,2.611811988,48.25979297,3.87659877,0.026,-3.649658741,0.488653846,-0.716100922,0.209774518,-1.561722049,48.679342,3.885254751,35.08162749,3.55767756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62582052,1.890974216,41.63397244,3.728916479,13.72948393,86.27051607,0.159144567,2,6,8
686,SC60,SC,28.65279167,103.0575278,2584,NW,8.1,1265,569.37985,12,Mixed_broadleaved_coniferous_forest,Mixed_forest,89,planted,natural,middle,1000,26.35317871,3.271588902,130.769473,4.873436025,0.000231662,-8.370231145,0.371257505,-0.990859374,0.213251498,-1.545283068,131.195976,4.876692205,104.8430289,4.652464269,64.66956454,4.169290682,27.98080142,3.331518611,92.65036596,4.528832903,119.0035447,4.77915328,223.8465736,5.410960878,2.248605144,0.810310088,122.7615287,4.810243682,1.719518395,93.87628923,0.018316855,9,2,11
794,SC168,SC,29.26120833,101.5272278,3984,NE,2.6,945,420.7106,31,Coniferous_forest,Coniferous_forest,214,natural,natural,late,1000,36.32642073,3.59254532,220.6510241,5.396582377,0.054452725,-2.910422385,0.130884878,-2.033437136,0.213525593,-1.54399858,221.0780752,5.398515921,184.8061072,5.219307206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.790865548,0.582699049,214.2820515,5.367293145,0.811628025,97.11355406,0.008357515,3,1,3
789,SC163,SC,28.95105,101.5410556,2969,NW,9.9,901,411.09215,27,Coniferous_forest,Coniferous_forest,67,natural,natural,middle,600,9.260716155,2.225781384,88.4396215,4.482320076,0.019386985,-3.943153314,0.148916346,-1.904370567,0.214287639,-1.540436059,88.86819678,4.487154337,79.62686761,4.377351569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4396215,4.482320076,0,100,0,1,0,1
1126,ZJ171,ZJ,29.16431944,119.6371361,145,SW,17.5,1435,657.06375,20,Mixed_broadleaved_coniferous_forest,Mixed_forest,20,natural,natural,middle,600,5.148908856,1.63878482,49.6423247,3.90484379,NA,NA,0.184143604,-1.692039369,0.214380625,-1.540002222,50.07108595,3.913443715,44.92217709,3.804931595,15.02221021,2.709529787,7.867888927,2.062789783,22.89009913,3.130704465,28.03900799,3.333596683,72.96118508,4.289927589,14.06788547,2.643894573,35.57443923,3.571627381,28.3384905,71.6615095,0.395449254,4,4,5
989,ZJ25,ZJ,29.92996667,119.9569944,73,SW,16.4,1428,652.4954,30,Mixed_broadleaved_forest,Broadleaved_forest,20,natural,natural,middle,1600,144.9370829,4.976299737,457.0145812,6.124715297,NA,NA,0.229095165,-1.473617794,0.215137091,-1.536479821,457.4448554,6.125656343,312.5077724,5.744629341,19.70488725,2.980866689,16.50231088,2.803500424,36.20719813,3.589257942,181.1442811,5.199293847,493.6520535,6.201830924,169.5054743,5.132885223,255.7730873,5.544290674,37.08973001,55.96606713,0.662718178,18,12,18
407,HB42,HB,31.27316667,111.0801389,1854,NW,8,1340,602.358,15,Broadleaved_deciduous_forest,Broadleaved_forest,78,planted,natural,late,1000,31.76955373,3.458508401,146.8729696,4.989568061,0.02722,-3.603803282,0.17898,-1.720481211,0.216496875,-1.530179166,147.3059633,4.992511807,115.5636296,4.749821284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.86877943,3.734540428,105.0041901,4.654000255,28.50679711,71.49320289,0.398734369,3,8,11
1145,ZJ190,ZJ,29.47341667,119.2376139,88,NW,16.7,1529,697.48995,40,Evergreen_broadleaved_forest,Broadleaved_forest,30,natural,natural,middle,600,6.42512076,1.860215426,54.1675127,3.992081332,0.09127,-2.393933132,0.233323146,-1.455330894,0.21710761,-1.52736215,54.60172792,4.000065529,48.26787716,3.87676627,43.10285476,3.763589231,22.30663247,3.104884054,65.40948723,4.180667313,71.83460799,4.274366365,120.1024851,4.788345421,15.2670169,2.725694743,38.90049582,3.661006997,28.18482174,71.81517826,0.392463298,6,3,6
472,HB107,HB,31.27811111,111.0768333,1900,NW,7.9,1346,604.87265,20,Broadleaved_deciduous_forest,Broadleaved_forest,89,natural,natural,late,1000,40.60433775,3.703874902,154.4524138,5.039886048,0.0248415,-3.695239637,0.313316274,-1.160542139,0.218052854,-1.523017796,154.8885195,5.042705629,114.3090233,4.738905512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.00625108,2.639503736,138.4209924,4.930299711,9.068327733,89.62047855,0.101185888,8,8,16
709,SC83,SC,27.03051944,101.3826972,1400,NW,19.5,909,427.52175,21,Mixed_broadleaved_forest,Broadleaved_forest,25,natural,natural,middle,1000,4.750354187,1.558219181,25.48427745,3.238061691,0.038597743,-3.254561476,0.165920694,-1.796245352,0.218227681,-1.522216353,25.92073281,3.255043143,21.20897636,3.054424505,29.04342623,3.368792166,20.23971482,3.007646754,49.28314105,3.897582056,54.03349524,3.989604136,75.2424716,4.320715853,1.294992079,0.258504579,24.18928537,3.185909782,5.081533433,94.91846657,0.053535773,6,3,7
1141,ZJ186,ZJ,29.46959167,119.2701944,69,NE,17.3,1482,677.54555,20,Mixed_broadleaved_coniferous_forest,Mixed_forest,25,natural,natural,early,600,6.41165941,1.858118116,64.9334738,4.173363266,NA,NA,0.620295,-0.477560108,0.220687907,-1.511005761,65.37484961,4.180137622,58.9631902,4.076913354,43.70811486,3.77753378,13.51530713,2.603822905,57.22342199,4.04696329,63.6350814,4.153164913,122.5982716,4.808912926,13.43344133,2.59774722,51.50003244,3.941582438,20.68800659,79.31199341,0.260843357,6,2,6
23,AH23,AH,30.345275,117.5238639,368,SE,14.7,1575,715.11195,26,Evergreen_broadleaved_forest,Broadleaved_forest,55,natural,natural,middle,1000,48.42099583,3.879933518,126.4750952,4.840045413,0.052338334,-2.950026213,0.447041167,-0.805104592,0.220861334,-1.510220222,126.9168178,4.843531894,78.54816032,4.363711944,35.40494827,3.566851592,18.4848436,2.916951131,53.88979187,3.98694107,102.3107877,4.628015119,180.858948,5.197717435,9.99249675,2.301834486,116.4825984,4.757741892,7.90076239,92.09923761,0.085785318,3,3,6
1014,ZJ59,ZJ,30.19660556,119.3057028,154,NW,16.2,1403,641.1892,35,Coniferous_forest,Coniferous_forest,40,natural,natural,middle,600,13.80020171,2.624683209,103.5042787,4.639612952,NA,NA,0.440397027,-0.820078625,0.221637136,-1.506713757,103.947553,4.643886474,90.14735126,4.501445568,25.64795868,3.244463985,12.42372613,2.519608042,38.07168481,3.639470825,51.87188652,3.948776958,142.0192378,4.955962526,50.12241068,3.914468227,53.38186802,3.977471138,48.42544802,51.57455198,0.93894074,3,2,3
436,HB71,HB,31.10709444,115.7325278,524,SW,14,1490,676.644,10,Mixed_broadleaved_coniferous_forest,Mixed_forest,76,natural,natural,middle,600,12.80436241,2.549785926,92.84054435,4.530883445,0.001316667,-6.632651736,0.287859067,-1.245284269,0.222535285,-1.502669606,93.28561492,4.535665915,80.48256918,4.388040629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64190563,2.364799568,81.7302699,4.403424434,11.46256273,88.03294989,0.130207641,6,2,8
890,SC264,SC,28.29825,105.5287833,331,SE,17.8,1068,495.4363,43,Mixed_broadleaved_forest,Broadleaved_forest,54,natural,natural,middle,1000,7.472013569,2.011164517,41.56293371,3.727208753,0.042722834,-3.153021748,0.027648334,-3.588189806,0.2267725,-1.483807967,42.01647871,3.738061892,34.58718797,3.543483324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.369572505,2.237467471,32.1933612,3.471760257,22.54309711,77.45690289,0.291040518,5,3,7
244,GZ8,GZ,25.71138889,108.2178,476,NW,18.4,1288,593.3724,27,Mixed_broadleaved_coniferous_forest,Mixed_forest,65,natural,natural,late,500,8.487346939,2.138576459,131.1269403,4.876165864,0.082855334,-2.490659156,0.15092,-1.891005384,0.227073125,-1.482483177,131.5810865,4.879623289,123.1765949,4.813619057,31.74387914,3.457699924,28.83715065,3.361664509,60.5810298,4.103981804,69.06837674,4.235096981,192.2449716,5.258770453,131.1269403,4.876165864,NA,NA,100,0,NA,0,2,2
708,SC82,SC,31.64393611,106.8979833,540,SE,16.9,1123,518.50965,51,Mixed_broadleaved_coniferous_forest,Mixed_forest,31,natural,natural,middle,1000,11.3414475,2.428463936,37.75749409,3.631183975,0.039966562,-3.219712124,0.244332397,-1.409225698,0.227730101,-1.479594119,38.21295429,3.643174576,26.91147335,3.292552714,29.21389649,3.374644503,17.82479003,2.880590187,47.03868651,3.85097038,58.38013401,4.066975661,85.29160737,4.44607606,32.9095531,3.493762983,4.84794099,1.578554077,87.16032113,12.83967887,6.788356782,3,5,5
9,AH9,AH,31.08246667,116.1917667,935,SE,11.5,1636,737.74425,11,Broadleaved_deciduous_forest,Broadleaved_forest,20,natural,natural,early,1000,14.02316186,2.640710381,54.90619885,4.005626254,0.001,-6.907755279,0.15264902,-1.87961398,0.228947523,-1.474262459,55.3640939,4.013931259,41.34193203,3.721877288,33.36648359,3.507551911,24.36850305,3.19329144,57.73498664,4.055863344,71.7581485,4.273301416,113.1000805,4.728273095,5.12308685,1.633757158,46.75661537,3.844955751,9.330616505,85.15726159,0.109569241,7,4,10
901,SC275,SC,29.67224444,102.953475,1934,SW,11.2,1151,523.2137,15,Mixed_broadleaved_forest,Broadleaved_forest,97,natural,natural,middle,1000,8.021973256,2.082184434,46.75063533,3.844827846,0.021453475,-3.841868642,0.223210254,-1.499641109,0.229983243,-1.469748829,47.21060182,3.854618482,39.21008203,3.668933908,30.89997503,3.430755376,33.81141484,3.520798463,64.71138988,4.169937227,72.73336313,4.286800194,111.9434452,4.71799379,13.10759971,2.573192193,27.60936663,3.318155086,28.03726541,59.05666615,0.474751916,11,7,11
155,CQ15,CQ,28.86777778,108.7494167,1195,SW,13.8,1393,633.5498,25,Coniferous_forest,Coniferous_forest,21,natural,natural,early,1000,4.632976917,1.533199624,41.98351173,3.737276963,0.430145,-0.843632918,0.04971,-3.001549159,0.2304375,-1.467775603,42.44438673,3.748194672,38.24155481,3.643922747,43.52869239,3.773420316,NA,NA,NA,NA,NA,NA,NA,NA,41.98351173,3.737276963,NA,NA,100,0,NA,0,1,1
22,AH22,AH,30.34185833,117.5124194,254,NE,15.3,1514,688.98655,28,Mixed_broadleaved_coniferous_forest,Mixed_forest,56,natural,natural,middle,1000,51.53430951,3.94224779,151.7377581,5.022153755,0.063278,-2.760217562,0.3787315,-0.970927768,0.232233875,-1.460010333,152.2022259,5.02521007,100.7311943,4.612455526,39.07127897,3.665387644,20.5102354,3.020924049,59.58151437,4.087345364,111.1158239,4.710573116,211.8470182,5.355864402,7.30053908,1.987948192,144.4372191,4.972844943,4.811287032,95.18871297,0.050544722,5,4,9
21,AH21,AH,31.71178333,115.7258167,560,NE,13.4,1325,602.9904,10,Mixed_broadleaved_coniferous_forest,Mixed_forest,40,natural,natural,middle,1000,11.97033753,2.482431717,104.9413643,4.653401759,NA,NA,0.073514754,-2.610269158,0.233273371,-1.455544247,105.407911,4.65783769,93.43757351,4.53729355,17.16092198,2.842634821,8.28284626,2.114186661,25.44376824,3.23647085,37.41410577,3.622047793,130.8516793,4.874064463,15.04872109,2.71129301,89.8926432,4.498616105,14.34012336,85.65987664,0.167407705,2,2,4
59,AH62,AH,30.43416667,116.2058333,370,SW,14.9,1550,704.34315,30,Coniferous_forest,Coniferous_forest,30,planted,natural,middle,1000,4.877187807,1.584568785,25.55794049,3.240948051,0.0575,-2.855970331,0.042804878,-3.151103211,0.234499314,-1.450302616,26.02693911,3.259132121,21.20725131,3.054343166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.61806632,3.073529369,3.366828297,1.213971143,84.5845397,13.17331613,6.420899557,3,2,5
397,HB32,HB,31.71902222,110.4512472,1639,SW,7.2,1293,580.5327,35,Mixed_broadleaved_coniferous_forest,Mixed_forest,86,planted,natural,late,1000,19.19055023,2.954417982,87.62364795,4.473050915,0.038455,-3.258266552,0.22336,-1.498970459,0.23938943,-1.429663639,88.10242681,4.478500079,68.95033158,4.233386413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.18677918,3.099496579,59.5633751,4.087040873,25.32053811,67.97636996,0.372490295,9,11,20
1008,ZJ53,ZJ,29.17553056,121.0157778,138,SW,16.3,1525,695.18655,28,Mixed_broadleaved_coniferous_forest,Mixed_forest,15,natural,natural,middle,1000,2.983796817,1.093196589,17.57620589,2.866546049,0.0879,-2.431555474,0.206227847,-1.578773668,0.250651584,-1.383691416,18.07750905,2.894668572,15.18161224,2.720084974,9.785405919,2.280892084,NA,NA,NA,NA,NA,NA,NA,NA,10.41217951,2.342976228,7.164026375,1.969072166,59.24019994,40.75980006,1.453397708,2,2,2
405,HB40,HB,31.27316667,111.0801389,1854,NW,8,1340,602.358,15,Broadleaved_deciduous_forest,Broadleaved_forest,83,planted,natural,late,1000,32.60747094,3.484541432,169.120136,5.130609326,0.024595,-3.705212109,0.27347,-1.296563352,0.251923625,-1.378629313,169.6239833,5.133584124,137.0411073,4.920280934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.30843373,2.907361813,145.898445,4.982910797,10.82569714,86.26911521,0.125487518,2,5,7
1142,ZJ187,ZJ,29.47264722,119.2367444,84,SE,16.7,1529,697.48995,40,Evergreen_broadleaved_forest,Broadleaved_forest,46,natural,natural,middle,600,6.923477419,1.934918161,60.10496675,4.09609248,NA,NA,0.403332038,-0.907995141,0.252285399,-1.377194297,60.60953755,4.104452266,53.68606013,3.98315338,45.4441342,3.816483752,19.48721477,2.969758598,64.93134896,4.173330542,71.85482638,4.274647783,125.5408865,4.832631494,13.49408097,2.602251143,46.6108858,3.841834115,22.45085838,77.54914162,0.289504924,5,2,5
1011,ZJ56,ZJ,29.27847778,121.0577528,471,NE,14.8,1608,729.8158,30,Evergreen_broadleaved_forest,Broadleaved_forest,87,natural,natural,late,1000,20.14879232,3.003144352,105.6171668,4.659820922,0.06665,-2.708300232,0.160145249,-1.831674069,0.252470858,-1.376459451,106.1221085,4.664590398,86.03996615,4.454811911,26.51317669,3.277641843,17.4096879,2.857026827,43.92286459,3.782435018,64.07165691,4.160002096,150.1116231,5.011379171,38.40977053,3.648311868,66.87595975,4.202839557,36.3669768,63.31921391,0.574343466,5,10,11
153,CQ13,CQ,28.86658333,108.74925,1180,SE,13.6,1395,634.1641,20,Coniferous_forest,Coniferous_forest,21,natural,natural,early,1000,6.679790765,1.899086664,68.61215185,4.22846966,0.399825,-0.916728328,0.07578,-2.579920873,0.25486875,-1.367006572,69.12188935,4.235871458,62.84192358,4.140622424,30.16730088,3.406758585,23.19840008,3.144083314,53.36570096,3.977168235,60.04549173,4.09510247,122.8874153,4.811268613,68.61215185,4.22846966,NA,NA,100,0,NA,1,1,1
1113,ZJ158,ZJ,29.20905,119.6242167,595,SW,14.2,1667,755.0582,30,Broadleaved_deciduous_forest,Broadleaved_forest,30,natural,natural,middle,600,9.680916069,2.270156532,103.1771995,4.636447894,0.12856,-2.051359558,0.324911509,-1.124202414,0.256195322,-1.361815149,103.6895901,4.641401725,94.13723407,4.544753655,28.65775793,3.355424189,16.30377324,2.791396568,44.96153116,3.805807261,54.64244723,4.000811003,148.7796813,5.002466563,102.157054,4.626511374,1.020145498,0.019945262,99.01126847,0.988731525,100.1396901,1,4,4
912,SC286,SC,30.68767778,102.7090528,2431,NE,9.8,854,390.2073,33,Broadleaved_deciduous_forest,Broadleaved_forest,18,natural,natural,middle,600,4.198471345,1.434720494,38.88325886,3.660563794,0.028256172,-3.566443367,0.018328334,-3.999307111,0.256915,-1.359009988,39.39708886,3.673691927,35.22687369,3.561809248,32.06680127,3.467821267,33.81289317,3.520842184,65.87969444,4.187830267,70.07816578,4.249611273,105.3050395,4.656861276,1.205590068,0.18696913,35.88356883,3.580279498,3.100537616,92.28539447,0.033597273,4,1,4
217,CQ86,CQ,31.12888889,109.4208333,265,SW,18,1047,486.4335,25,Broadleaved_deciduous_forest,Broadleaved_forest,12,natural,natural,middle,600,0.590287252,-0.527145993,4.033577585,1.39465372,0.1158,-2.155890714,1.0282,0.027809701,0.26,-1.347073648,4.553577585,1.515913206,4.079090333,1.405874006,9.31213008,2.23131786,3.143131995,1.145219753,12.45526208,2.522143191,13.04554933,2.568447028,17.12463966,2.840518342,NA,NA,4.033577585,1.39465372,0,100,0,1,0,1
216,CQ85,CQ,31.12583333,109.4197222,264,SW,18,1047,486.4335,25,Broadleaved_deciduous_forest,Broadleaved_forest,12,natural,natural,middle,600,0.574040653,-0.555055061,3.922586511,1.36675126,0.0982,-2.320749064,0.748,-0.290352301,0.262,-1.339410775,4.446586511,1.492136726,3.970745858,1.378953951,1.548750012,0.437448162,4.80163205,1.568955871,6.350382062,1.848514978,6.924422715,1.935054686,10.89516857,2.388319441,NA,NA,3.922586511,1.36675126,0,100,0,1,0,1
853,SC227,SC,30.95033889,100.8148194,3645,NW,4.1,695,312.35085,36,Mixed_broadleaved_coniferous_forest,Mixed_forest,159,natural,natural,late,1000,26.61045583,3.281304215,162.8826782,5.093030176,0.07205932,-2.63026561,0.531871156,-0.631354007,0.265122218,-1.327564359,163.4129226,5.096280265,136.8745261,4.919064638,172.3466627,5.149507929,55.00744233,4.007468491,227.354105,5.426508736,253.9645608,5.537194733,390.839087,5.968295933,0.790142073,-0.23554251,162.0925362,5.088167383,0.485098895,99.5149011,0.004874636,4,1,4
18,AH18,AH,31,115.8539833,707,SW,13.1,1570,710.75485,28,Mixed_broadleaved_coniferous_forest,Mixed_forest,65,natural,natural,middle,1000,9.120887286,2.210567089,41.19316104,3.718272248,0.020933015,-3.866427701,0.115996364,-2.154196433,0.268126467,-1.316296518,41.72941397,3.731206251,32.6294597,3.485215552,15.47678506,2.739341163,8.863576198,2.181950317,24.34036126,3.19213593,33.46124855,3.51038801,66.09070824,4.191028166,21.62664667,3.073926197,18.64188453,2.925410906,52.50057565,45.25480459,1.160110537,5,8,13
1089,ZJ134,ZJ,27.62218056,119.0851917,419,NW,17.5,1813,823.95075,35,Mixed_broadleaved_forest,Broadleaved_forest,78,natural,natural,late,600,8.269687263,2.112596692,83.60067485,4.426051592,NA,NA,0.210458519,-1.558466705,0.271591,-1.303458021,84.14385685,4.432527916,75.87416959,4.329076305,20.33663112,3.012423749,16.33781799,2.793482543,36.67444911,3.602080303,44.94413637,3.805420305,120.818306,4.794287814,22.30414701,3.104772626,61.29652783,4.115723199,26.67938632,73.32061368,0.363872927,7,4,7
967,ZJ3,ZJ,29.16398611,118.1213167,327,NW,16.6,1785,810.3796,39,Coniferous_forest,Coniferous_forest,20,planted,natural,middle,1000,18.75991129,2.931722215,78.63401105,4.364804316,NA,NA,0.32274085,-1.1309056,0.273344875,-1.297021003,79.1807008,4.371732592,60.42078951,4.101333243,29.5451376,3.385919182,15.43050569,2.736346439,44.97564329,3.806121083,63.73555458,4.154742564,124.1563441,4.821541611,58.46930565,4.068501927,20.16470539,3.003933818,74.35625485,25.64374515,2.899586407,2,7,7
711,SC85,SC,27.73083611,101.8731556,2805,NW,12.2,1029,470.6942,35,Coniferous_forest,Coniferous_forest,43,natural,natural,late,1000,8.573847316,2.14871656,50.1455961,3.914930696,0.028641667,-3.552892733,0.329479219,-1.110241995,0.274907322,-1.291321249,50.69541074,3.925835389,42.15020509,3.74123955,60.1132115,4.096229643,33.78539294,3.520028548,93.89860445,4.542215524,102.4724518,4.629594,144.6226569,4.974127984,NA,NA,50.1455961,3.914930696,0,100,0,2,0,2
1128,ZJ173,ZJ,29.46628889,119.2765111,142,SE,17.3,1480,676.66255,30,Mixed_broadleaved_coniferous_forest,Mixed_forest,65,natural,natural,middle,600,5.129119895,1.634934084,45.66676815,3.821370859,NA,NA,0.520954831,-0.652091938,0.2779985,-1.280139561,46.22276515,3.833472429,41.09364525,3.715853493,37.64683552,3.628248901,11.46674739,2.439451316,49.11358292,3.894135634,54.24270281,3.993468473,95.33634806,4.557411145,18.87472995,2.937823988,26.79203819,3.288104761,41.3314336,58.6685664,0.70449026,8,6,9
1081,ZJ126,ZJ,28.54819444,118.5432694,168,NE,17.7,1751,796.84645,5,Coniferous_forest,Coniferous_forest,76,natural,natural,middle,600,4.966026143,1.602619951,52.22784715,3.955615823,0.436633421,-0.828661289,0.291559167,-1.23251232,0.278462063,-1.278473448,52.78477128,3.966222726,48.25537855,3.876507294,20.68594685,3.029454574,9.01777837,2.199198003,29.70372522,3.391272466,34.66975136,3.545867588,82.92512991,4.417938151,9.056686633,2.203503339,43.17116053,3.765172692,17.34072363,82.65927637,0.209785573,5,4,6
875,SC249,SC,31.73932778,102.2559944,3341,NW,4.3,813,364.71655,34,Broadleaved_deciduous_forest,Broadleaved_forest,42,natural,natural,middle,1000,17.05262236,2.836303996,88.15540195,4.479101188,0.205048966,-1.58450647,1.619360069,0.482031052,0.282527899,-1.263977976,88.72045775,4.485490503,71.87288436,4.274899064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.53061493,2.971983231,68.62478703,4.228653796,21.05537573,73.98234416,0.284600008,8,3,8
